bedrijfsnaam,website,branche,aantal_medewerkers,locatie,voornaam,achternaam,functie,email,telefoon,linkedin_url,status,campaign_id,email_sent_at,opened,clicked,replied,reply_text,reply_at,pain_points,personalisatie_note,instantly_lead_id,last_contacted,follow_up_count
Restaurant 273,http://www.restaurant273.com/,Horeca,,"Oudegracht 273, 3511 NN Utrecht, Nederland",,,,info@restaurant273.com,+31 30 633 6887,,new,,,,,,,,{},,,,0
Farina - Italian Comfort Food,https://farinacatering.nl/,Horeca,,"Twijnstraat 53, 3511 ZH Utrecht, Nederland",,,,farinautrecht@gmail.com,+31616397335,,new,,,,,,,,{},,,,0
Orloff aan de kade,http://www.orloffaandekade.nl/,Horeca,,"Oosterkade 18, 3582 AT Utrecht, Nederland",,,,info@orloffaandekade.nl,+31 30 268 6098,,new,,,,,,,,{},,,,0
Parkcafé Utrecht,http://www.parkcafeutrecht.nl/,Horeca,,"Prins Hendriklaan 2, 3583 GP Utrecht, Nederland",,,,info@parkcafeutrecht.nl,030 2543543,,new,,,,,,,,{},,,,0
Bistro aan de werf,http://www.bistroaandewerf.nl/,Horeca,,"Oudegracht aan de Werf 114, 3511 AW Utrecht, Nederland",,,,info@bistroaandewerf.nl,+31303031336,,new,,,,,,,,{},,,,0
De Goedheyd,http://www.degoedheyd.nl/,Horeca,,"Hamburgerstraat 17, 3512 NP Utrecht, Nederland",,,,info@dedegoedheyd.nl,+31302468472,,new,,,,,,,,{},,,,0
KARAF food & drinks,https://www.karaf.nl/,Horeca,,"Korte Jansstraat 13-15, 3512 HA Utrecht, Nederland",,,,info@karaf.nl,+31 30 743 4341,,new,,,,,,,,{},,,,0
Restaurant LOOF,http://www.restaurantloof.nl/,Horeca,,"Domplein 8, 3512 JC Utrecht, Nederland",,,,info@restaurantloof.nl,+31 30 231 5866,,new,,,,,,,,{},,,,0
Restaurant San Siro,http://www.sansiro.nl/,Horeca,,"Oudkerkhof 9, 3512 GH Utrecht, Nederland",,,,info@sansiro.nl,0302321683,,new,,,,,,,,{},,,,0
Restaurant Maeve,http://www.restaurantmaeve.nl/,Horeca,,"Kromme Nieuwegracht 18, 3512 HH Utrecht, Nederland",,,,info@restaurantmaeve.nl,0302006767,,new,,,,,,,,{},,,,0
Tuttigusti,http://www.tuttigustiutrecht.com/,Horeca,,"Hamburgerstraat 18, 3512 NR Utrecht, Nederland",,,,info@tuttigustiutrecht.com,+31302381824,,new,,,,,,,,{},,,,0
Pizzeria La Fontana,http://www.ristorantelafontana.nl/,Horeca,,"Lange Viestraat 1, 3511 BK Utrecht, Nederland",,,,info@ristorantelafontana.nl,0031302311310,,new,,,,,,,,{},,,,0
Lebkov & Sons Utrecht Centraal,http://lebkov.nl/,Horeca,,"Stationshal 2, 3511 CB Utrecht, Nederland",,,,info@lebkov.nl,020 215 9600,https://www.linkedin.com/company/lebkov-,new,,,,,,,,{},,,,0
Meneer Vink,http://www.meneer-vink.nl/,Horeca,,"Biltsestraatweg 102, 3573 PS Utrecht, Nederland",,,,info@meneer-vink.nl,+31 30 276 0925,,new,,,,,,,,{},,,,0
Restaurant Dikkertje,http://www.dikkertje.nl/,Horeca,,"Amsterdamsestraatweg 328, 3551 CV Utrecht, Nederland",,,,info@dikkertje.nl,+31302443359,,new,,,,,,,,{},,,,0
Vegitalian,https://vegitalian.com/locations/utrecht-schoutenstraat/,Horeca,,"Schoutenstraat 17, 3512 GA Utrecht, Nederland",,,,schoutenstraat.utrecht@vegitalian.com,+31634494052,,new,,,,,,,,{},,,,0
BROEI,http://www.restaurant-broei.com/utrecht,Horeca,,"Oosterkade 24, 3582 AV Utrecht, Nederland",,,,broei.utrecht@gmail.com,+0307370005,,new,,,,,,,,{},,,,0
Hygge Utrecht,http://www.hygge-utrecht.nl/,Horeca,,"Goeman Borgesiuslaan 77, 3515 ET Utrecht, Nederland",,,,info@hygge-utrecht.nl,+31 30 755 1550,,new,,,,,,,,{},,,,0
Hagenouw Eten & Drinken,http://www.hagenouw.net/,Horeca,,"Godebaldkwartier 255, 3511 EP Utrecht, Nederland",,,,info@hagenouw.net,31302369511,,new,,,,,,,,{},,,,0
Bij Guusjes,https://www.etenbijguusjes.com/,Horeca,,"Van 's-Gravesandestraat 27, 3514 VR Utrecht, Nederland",,,,reserveren@etenbijguusjes.nl,030 27 23 450,,new,,,,,,,,{},,,,0
Quignon Kitchen & Bar,http://www.quignon.nl/,Horeca,,"Oudegracht 134, 3511 AX Utrecht, Nederland",,,,info@quignon.nl,+31 30 225 7062,,new,,,,,,,,{},,,,0
Restaurant Het Oude Tolhuys,http://www.hetoudetolhuys.nl/,Horeca,,"Weg naar Rhijnauwen 13-15, 3584 AD Utrecht, Nederland",,,,informatie@hetoudetolhuys.nl,0302511215,,new,,,,,,,,{},,,,0
Ruby Rose,http://rubyrose-utrecht.nl/,Horeca,,"Korte Jansstraat 23, 3512 GM Utrecht, Nederland",,,,seeyou@rubyrose-utrecht.nl,+31302028084,,new,,,,,,,,{},,,,0
Jozef eten & drinken,http://jozefutrecht.nl/,Horeca,,"Mariaplaats 50, 3511 LM Utrecht, Nederland",,,,info@jozefutrecht.nl,+31 30 230 0055,,new,,,,,,,,{},,,,0
Restaurant Luc Utrecht,https://lucutrecht.nl/,Horeca,,"Voor Clarenburg 8, 3511 JE Utrecht, Nederland",,,,info@lucutrecht.nl,+31 30 400 4060,,new,,,,,,,,{},,,,0
ZiZo,https://www.zizoutrecht.nl/,Horeca,,"Oudegracht 281, 3511 PA Utrecht, Nederland",,,,info@zizoutrecht.nl,+31302300463,,new,,,,,,,,{},,,,0
Café Liffna,http://liffna.nl/,Horeca,,"Bemuurde Weerd Oostzijde 36, 3514 AP Utrecht, Nederland",,,,info@liffna.nl,0031623454887,,new,,,,,,,,{},,,,0
De Ontdekking,http://www.deontdekkingutrecht.nl/,Horeca,,"Voorstraat 110, 3512 CC Utrecht, Nederland",,,,info@deontdekkingutrecht.nl,+31 30 751 4719,,new,,,,,,,,{},,,,0
Toque Toque Foodcafé,https://toque.nl/,Horeca,,"Oudegracht 138, 3511 AZ Utrecht, Nederland",,,,info@toque.nl,+31 30 231 8787,,new,,,,,,,,{},,,,0
Café Elize bij ‘t Plein,http://www.elize.cafe/,Horeca,,"Mariaplaats 44, 3511 LL Utrecht, Nederland",,,,info@elize.cafe,,,new,,,,,,,,{},,,,0
Smaak,http://www.eethuissmaak.nl/,Horeca,,"Zakkendragerssteeg 40, 3511 AA Utrecht, Nederland",,,,info@eethuissmaak.nl,+31302311174,,new,,,,,,,,{},,,,0
De Heeren van Leeuw,http://www.deheerenvanleeuw.nl/,Horeca,,"Twijnstraat aan de Werf 4, 3511 ZE Utrecht, Nederland",,,,info@deheerenvanleeuw.nl,+31 30 238 0595,,new,,,,,,,,{},,,,0
FLFL Utrecht Centraal,https://flfl.nl/locaties/utrecht-centraal/,Horeca,,"Stationspassage 7, 3511 CB Utrecht, Nederland",,,,info@falafel.nl,0031629163123,,new,,,,,,,,{},,,,0
Anne&Max Utrecht Domkwartier,https://www.annemax.nl/vestigingen/utrecht-domkwartier/,Horeca,,"Donkere Gaard 4, 3511 KW Utrecht, Nederland",,,,utrechtdomkwartier@annemax.nl,+31 30 760 1118,https://nl.linkedin.com/company/anne,new,,,,,,,,{},,,,0
Van Ostade,http://vanostade.nl/,Horeca,,"Adriaen van Ostadelaan 65, 3583 AB Utrecht, Nederland",,,,reserveren@vanostade.nl,030 7371252,,new,,,,,,,,{},,,,0
Restobar Rosie,https://rosieutrecht.nl/,Horeca,,"Lucasbolwerk 21, 3512 EJ Utrecht, Nederland",,,,yora@rosieutrecht.nl,+31 30 369 0786,,new,,,,,,,,{},,,,0
vandeStreek Oudegracht,http://vandestreekbier.nl/oudegracht,Horeca,,"Oudegracht 50, 3511 AR Utrecht, Nederland",,,,oudegracht@vandestreek-bier.nl,+31308002919,,new,,,,,,,,{},,,,0
café keet - koffie en keuken,http://www.cafekeet.nl/,Horeca,,"gratis parkeren achter pand, Kanaalweg 30, 3526 KM Utrecht, Nederland",,,,reserveren@cafekeet.nl,+31641910687,,new,,,,,,,,{},,,,0
Graaf Floris,http://graaffloris.nl/,Horeca,,"Vismarkt 13, 3511 KS Utrecht, Nederland",,,,info@graaffloris.nl,0302314996,,new,,,,,,,,{},,,,0
Soep-er Utrecht,http://www.soep-er.nl/,Horeca,,"Vismarkt 16, 3511 KS Utrecht, Nederland",,,,info@soep-er.nl,+31 6 21603333,,new,,,,,,,,{},,,,0
Restaurant Badhuis,https://www.restaurantbadhuis.nl/,Horeca,,"Willem van Noortplein 19, 3514 GK Utrecht, Nederland",,,,info@restaurantbadhuis.nl,+31 30 743 7207,,new,,,,,,,,{},,,,0
Papi’s Comfort Kitchen,http://www.papiscomfortkitchen.com/,Horeca,,"Twijnstraat 15, 3511 ZG Utrecht, Nederland",,,,info@papiscomfortkitchen.com,+31 30 210 2014,,new,,,,,,,,{},,,,0
Bistro The Winetable - Utrecht,https://www.thewinetable-utrecht.nl/,Horeca,,"Biltstraat 47, 3572 AE Utrecht, Nederland",,,,info@thewinetable-utrecht.nl,+31610050303,,new,,,,,,,,{},,,,0
Café Ddadi,http://www.ddadi.nl/,Horeca,,"Jongeneelwerf 28, 3513 DD Utrecht, Nederland",,,,info@ddadi.nl,0644509466,,new,,,,,,,,{},,,,0
Bistro Madeleine,https://www.madeleine-utrecht.nl/madeleine-utrecht/,Horeca,,"Wed 3, 3512 JH Utrecht, Nederland",,,,info@madeleine-utrecht.nl,+31 30 231 0100,,new,,,,,,,,{},,,,0
Pampalini Lunchroom & Coffee - Utrecht (2014),https://www.pampalini.nl/,Horeca,,"Wittevrouwenstraat 14, 3512 CT Utrecht, Nederland",,,,info@pampalini.nl,,,new,,,,,,,,{},,,,0
Bar Bet,http://www.bar-bet.nl/,Horeca,,"Wed 1, 3512 JH Utrecht, Nederland",,,,info@bar-bet.nl,+31 30 202 3443,,new,,,,,,,,{},,,,0
Restaurant Concours,http://www.restaurantconcours.nl/,Horeca,,"Biltstraat 20, 3572 BB Utrecht, Nederland",,,,info@restaurantconcours.nl,0302231158,,new,,,,,,,,{},,,,0
Blends Utrecht,https://www.blends-lunchroom.nl/,Horeca,,"Amsterdamsestraatweg 400, 3551 CW Utrecht, Nederland",,,,info@blendsutrecht.nl,0642523630,,new,,,,,,,,{},,,,0
Goesting,http://www.restaurantgoesting.nl/,Horeca,,"Veeartsenijpad 150, 3572 DH Utrecht, Nederland",,,,reserveringen@restaurantgoesting.nl,,https://www.linkedin.com/in/ron-okhuijsen-a81a2724,new,,,,,,,,{},,,,0
Le French Café - Voorstraat 16-18,https://lefrenchcafe.nl/locaties/voorstraat-utrecht/,Horeca,,"Voorstraat 16-18, 3512 AN Utrecht, Nederland",,,,utrecht@lefrenchcafe.nl,030 304 2010,,new,,,,,,,,{},,,,0
Koenraad,http://www.koenraadutrecht.nl/,Horeca,,"Voorstraat 14, 3512 AN Utrecht, Nederland",,,,info@koenraadutrecht.nl,+31 30 237 4004,,new,,,,,,,,{},,,,0
Florent le Bistro,https://www.restaurant-florent.nl/,Horeca,,"Visschersplein 75, 3511 LX Utrecht, Nederland",,,,utrecht@restaurant-florent.nl,0302333008,https://nl.linkedin.com/company/restaurant-florent,new,,,,,,,,{},,,,0
Hotel Beijers,http://www.hotelbeijers.com/,Horeca,,"Achter Sint Pieter 140, 3512 HT Utrecht, Nederland",,,,welcome@hotelbeijers.com,+31307600021,,new,,,,,,,,{},,,,0
Café-Restaurant Terroir,http://www.caferestaurantterroir.nl/,Horeca,,"Lange Nieuwstraat 62, 3512 PL Utrecht, Nederland",,,,info@caferestaurantterroir.nl,+31 30 272 2944,,new,,,,,,,,{},,,,0
't Taphuys Utrecht,http://taphuys.nl/,Horeca,,"Mariaplaats 3, 3511 LH Utrecht, Nederland",,,,info@taphuysarnhem.nl,+31 30 633 9706,,new,,,,,,,,{},,,,0
Toastable Oudegracht,http://www.toastable.nl/,Horeca,,"Oudegracht 122, 3511 AW Utrecht, Nederland",,,,info@toastable.nl,+31 30 268 4292,https://www.linkedin.com/company/toastable,new,,,,,,,,{},,,,0
ACU,https://acu.nl/,Horeca,,"Voorstraat 71, 3512 BX Utrecht, Nederland",,,,art@acu.nl,+31302314590,,new,,,,,,,,{},,,,0
Champions Sportsbar & Grill,http://www.champions-sportsgrill.nl/,Horeca,,"Wijk: domplein, springweg, mariaplaats, Oudegracht 261, 3511 NM Utrecht, Nederland",,,,info@champions-sportsgrill.nl,+31303107480,,new,,,,,,,,{},,,,0
KLOEK,http://www.kloekutrecht.nl/,Horeca,,"Vredenburg 31, 3511 BC Utrecht, Nederland",,,,kloekutrecht@gmail.com,0308792999,,new,,,,,,,,{},,,,0
De Vrienden Utrecht,https://devriendenutrecht.nl/,Horeca,,"Nobelstraat 8-10, 3512 EN Utrecht, Nederland",,,,info@grandcafedevrienden.nl,,https://www.linkedin.com/company/de-vrienden-utrecht,new,,,,,,,,{},,,,0
De Zwarte Vosch Pinchobar & Tapasrestaurant,https://www.dezwartevosch.nl/,Horeca,,"Oudegracht 48, 3511 AR Utrecht, Nederland",,,,bar@dezwartevosch.nl,+31 30 670 0791,,new,,,,,,,,{},,,,0
La Cubanita Utrecht,http://www.lacubanita.nl/,Horeca,,"Oudkerkhof 44, 3512 GL Utrecht, Nederland",,,,alkmaar@lacubanita.nl,+31725200019,,new,,,,,,,,{},,,,0
Ana's Meze & Mangal,https://www.anasmezemangal.nl/,Horeca,,"Voorstraat 62, 3512 AS Utrecht, Nederland",,,,info@anasmezemangal.nl,0302367282,,new,,,,,,,,{},,,,0
Restaurant Kasvio,http://www.kasvio.nl/,Horeca,,"Wittevrouwenstraat 22, 3512 CT Utrecht, Nederland",,,,info@kasvio.nl,+31030234062,,new,,,,,,,,{},,,,0
Popo Utrecht,https://popo-utrecht.nl/,Horeca,,"Nobelstraat 163, 3512 EM Utrecht, Nederland",,,,info@popo-utrecht.nl,0302315719,,new,,,,,,,,{},,,,0
La Senorita,http://www.lasenoritatapas.nl/,Horeca,,"Oudegracht aan de Werf 73, 3511 AD Utrecht, Nederland",,,,happsutrecht@gmail.com,+310302364618,,new,,,,,,,,{},,,,0
De Jans Bar,http://www.dejansbar.nl/,Horeca,,"Janskerkhof 22, 3512 BN Utrecht, Nederland",,,,info@dejansbar.nl,,,new,,,,,,,,{},,,,0
Slachtstraat Filmtheater,http://www.slachtstraat.nl/,Horeca,,"Slachtstraat 5, 3512 BC Utrecht, Nederland",,,,info@hartlooper.nl,0302004400,,new,,,,,,,,{},,,,0
Sojubar Utrecht 소주 | Korean Fried Chicken & Beer,https://www.sojubar.com/utrecht/,Horeca,,"Vinkenburgstraat 20, 3512 AB Utrecht, Nederland",,,,//www.tiktok.com/@sojubar.official,+31302028076,,new,,,,,,,,{},,,,0
El Borne,http://www.elborne.nl/,Horeca,,"Oudegracht aan de Werf 127, 3511 AH Utrecht, Nederland",,,,info@elborne.nl,+31 30 662 6674,https://www.linkedin.com/in/el-borne-tapas-resturant-8b587171,new,,,,,,,,{},,,,0
Dikke Dries,http://www.dikkedries.nl/,Horeca,,"Oudkerkhof 36, 3512 GL Utrecht, Nederland",,,,julius@dikkedries.nl,+31302319112,,new,,,,,,,,{},,,,0
Surya Utrecht | Indiaas & Nepalees restaurant & bar,https://suryarestaurant.nl/nl/indiaas-restaurant-utrecht/,Horeca,,"Janskerkhof 23, 3512 BN Utrecht, Nederland",,,,info@suryarestaurant.nl,0206767985,,new,,,,,,,,{},,,,0
The Boules Club Utrecht,https://www.theboulesclub.com/utrecht?utm_source=gbp&utm_medium=organic&utm_campaign=gbp-listing,Horeca,,"Oudegracht aan de Werf 83, 3511 AL Utrecht, Nederland",,,,reserveringen.utrecht@theboulesclub.nl,030 227 1939,,new,,,,,,,,{},,,,0
ULU Tapas Bar | Utrecht,https://ulubar.nl/,Horeca,,"Voorstraat 102, 3512 AV Utrecht, Nederland",,,,info@ulubar.nl,+31657321181,,new,,,,,,,,{},,,,0
Teds Utrecht Oudegracht - All Day Food & Drinks,https://teds-place.nl/utrecht/,Horeca,,"Lichte Gaard 8, 3511 KT Utrecht, Nederland",,,,Utrecht@teds-place.nl,+31 30 743 7599,https://nl.linkedin.com/company/teds-all-day-brunch,new,,,,,,,,{},,,,0
Champañeria Los Amigos Utrecht,http://losamigosutrecht.nl/,Horeca,,"Voorstraat 56, 3512 AR Utrecht, Nederland",,,,info@losamigosutrecht.nl,+31 30 785 4039,,new,,,,,,,,{},,,,0
M2Leisure,https://m2leisure.com/,Horeca,,"Catharijnesingel 55A, 3511 GD Utrecht, Nederland",,,,info@m2leisure.com,+31 30 208 3023,http://www.linkedin.com/company/m2-leisure,new,,,,,,,,{},,,,0
Blij aan de Vecht,https://blijaandevecht.nl/,Horeca,,"Brugstraat 2, 3514 BC Utrecht, Nederland",,,,info@blijaandevecht.nl,0302713080,,new,,,,,,,,{},,,,0
Rabarber,http://www.rabarber-utrecht.nl/,Horeca,,"Zadelstraat 20, 3511 LV Utrecht, Nederland",,,,info@rabarber-utrecht.nl,,,new,,,,,,,,{},,,,0
FAK Utrecht - Restaurant & Sushi Bar,http://www.fakutrecht.nl/,Horeca,,"Drieharingstraat 16, 3511 BJ Utrecht, Nederland",,,,hello@fakutrecht.nl,+31303045244,,new,,,,,,,,{},,,,0
Paloma - Restaurant & Tapascafé,https://paloma-utrecht.nl/,Horeca,,"Mariaplaats 11, 3511 LJ Utrecht, Nederland",,,,info@paloma-utrecht.nl,+31 30 304 5247,,new,,,,,,,,{},,,,0
Wijncafé Lefebvre,http://www.lefebvre.nl/,Horeca,,"Neude 2, 3512 GX Utrecht, Nederland",,,,wijncafe@lefebvre.nl,0302000225,,new,,,,,,,,{},,,,0
In de Pastorie,https://www.indepastorie.com/,Horeca,,"Draaiweg 42, 3515 EM Utrecht, Nederland",,,,contact@indepastorie.com,,,new,,,,,,,,{},,,,0
Utrecht City Apartments Weerdsingel,https://utrechtcityapartments.com/?utm_source=google_gmb&utm_medium=organic&utm_campaign=website,Horeca,,"Weerdsingel Oostzijde 10, 3514 AA Utrecht, Nederland",,,,welcome@utrechtcityapartments.com,0031302330033,,new,,,,,,,,{},,,,0
Utrecht Tourism - Hotel Reservations and tourist attractions,http://www.utrecht-tourism.com/disco-club.html,Horeca,,"Stadhuisbrug 3, 3512 GC Utrecht, Nederland",,,,info@axl.nl,+31 30 210 9191,,new,,,,,,,,{},,,,0
De Beurs,http://www.debeursutrecht.nl/,Horeca,,"Neude 37-39, 3512 AG Utrecht, Nederland",,,,info@debeursutrecht.nl,0302333007,,new,,,,,,,,{},,,,0
Hotel Oudegracht,http://www.hoteloudegracht.nl/,Horeca,,"Oudegracht aan de Werf 409C, 3511 PE Utrecht, Nederland",,,,info@hoteloudegracht.nl,+31 30 207 2071,,new,,,,,,,,{},,,,0
Hello Stay Utrecht,http://hello-stay.nl/,Horeca,,"Herenweg 28, 3513 CE Utrecht, Nederland",,,,info@hello-stay.nl,+31 6 21380576,,new,,,,,,,,{},,,,0
The Hunfeld,http://www.thehunfeld.com/?utm_source=google_gmb&utm_medium=organic,Horeca,,"Mariaplaats 4, 3511 LH Utrecht, Nederland",,,,welcome@thehunfeld.com,0303036388,,new,,,,,,,,{},,,,0
Mother Goose Hotel,http://www.mothergoosehotel.com/,Horeca,,"Ganzenmarkt 26, 3512 GE Utrecht, Nederland",,,,Welcome@mothergoosehotel.com,0031303036300,,new,,,,,,,,{},,,,0
Badhuis Hotel,http://www.badhuishotel.nl/?utm_sourcek=GMBlisting&utm_medium=organic,Horeca,,"Willem van Noortplein 19BS, 3514 GK Utrecht, Nederland",,,,welcome@badhuishotel.nl,+31302006727,,new,,,,,,,,{},,,,0
The Nox Hotel Utrecht,https://www.thenoxhotel.com/,Horeca,,"Keistraat 8, 3512 HV Utrecht, Nederland",,,,welcome@thenoxhotel.com,0302029800,,new,,,,,,,,{},,,,0
Brass Hotel,http://www.brasshotel.nl/,Horeca,,"Janskerkhof 19, 3512 BM Utrecht, Nederland",,,,frontdesk@brasshotel.nl,+31307600777,,new,,,,,,,,{},,,,0
UKI-Hotel,https://uki-hotel.nl/,Horeca,,"Oudegracht aan de Werf 409 D, 3511 PJ Utrecht, Nederland",,,,hello@uki-hotel.nl,+31 6 10257281,,new,,,,,,,,{},,,,0
Loft 188 Luxury Apartment Hotel,http://www.loft188.nl/,Horeca,,"Oudegracht aan de Werf 188, 3511 AL Utrecht, Nederland",,,,Welkom@loft188.nl,0031630050949,,new,,,,,,,,{},,,,0
Rum Club,https://rum-club.nl/,Horeca,,"Oudegracht aan de Werf 111, 3511 AL Utrecht, Nederland",,,,utrecht@rum-club.nl,+31303045243,,new,,,,,,,,{},,,,0
Dong Hui,https://www.restaurantdonghui.nl/,Horeca,,"Schoolstraat 15, 3451 AA Utrecht, Nederland",,,,info@donghui.nl,030 677 4770,,new,,,,,,,,{},,,,0
Eye Hotel,http://www.eyehotel.nl/,Horeca,,"Wijde Begijnestraat 1-3, 3512 AW Utrecht, Nederland",,,,welcome@eyehotel.nl,0031303036303,,new,,,,,,,,{},,,,0
Foodmaster,http://www.vleuten.foodmaster.nl/,Horeca,,"2-D, Hindersteinlaan 2, 3451 EZ Nederland",,,,yunsongwoo8@gmail.com,+31 30 677 2100,,new,,,,,,,,{},,,,0
Restaurant Laverie,https://kasteeldehaar.nl/horeca,Horeca,,"Kasteellaan 1, 3455 RR Utrecht, Nederland",,,,events@kasteeldehaar.nl,0306778515,,new,,,,,,,,{},,,,0
Restaurant Toetje,http://www.restauranttoetje.nl/,Horeca,,"Brinkstraat 3, 3455 SK Utrecht, Nederland",,,,info@restauranttoetje.nl,+31 30 677 1268,,new,,,,,,,,{},,,,0
"TokTok Chicken, Foodspot",https://www.toktokchicken.nl/,Horeca,,"Proostwetering 80b, 3543 AJ Utrecht, Nederland",,,,unal_sutcuoglu@hotmail.com,+31 30 241 4300,,new,,,,,,,,{},,,,0
Turks Restaurant Kasap Utrecht,https://kasap.nl/,Horeca,,"Proostwetering 80j, 3543 AJ Utrecht, Nederland",,,,amsterdam@kasap.nl,+31203375108,,new,,,,,,,,{},,,,0
Restobar Vivid,http://www.vivid-utrecht.nl/,Horeca,,"Nobelstraat 207, 3512 EM Utrecht, Nederland",,,,proost@vivid-utrecht.nl,,https://www.linkedin.com/company/restobar-vivid,new,,,,,,,,{},,,,0
The Stork Utrecht - Luxurious Hotel Apartment City Center Utrecht,https://www.thestork.nl/,Horeca,,"Oudegracht aan de Werf 171, 3511 AZ Utrecht, Nederland",,,,info@thestork.nl,0031610778670,,new,,,,,,,,{},,,,0
Bapsang BBQ,https://bapsangbbq.nl/,Horeca,,"Proostwetering 80l, 3543 AJ Utrecht, Nederland",,,,info@bapsangbbq.nl,0303070700,,new,,,,,,,,{},,,,0
Cantina Atletiekbaan Overvecht,http://www.cantinaovervecht.com/,Horeca,,"Franciscusdreef 4, 3555 SW Utrecht, Nederland",,,,info@cantinaovervecht.com,+31 6 11310137,,new,,,,,,,,{},,,,0
Logement Petit Beijers,https://www.petitbeijers.com/,Horeca,,"Vismarkt 16, 3511 KS Utrecht, Nederland",,,,welcome@petitbeijers.com,+31621603333,,new,,,,,,,,{},,,,0
La Vida Asian,http://www.lavidaasian.nl/,Horeca,,"Paranadreef 359, 3563 WK Utrecht, Nederland",,,,info@lavidaasian.nl,+31 30 202 1090,,new,,,,,,,,{},,,,0
Panino Fresco,http://paninofresco.nl/,Horeca,,"Sint Maartendreef 1000, 3564 TP Utrecht, Nederland",,,,info@paninofresco.nl,030 785 8376,,new,,,,,,,,{},,,,0
B&B Achter het Witte Huis,http://www.bedandbreakfast-achterhetwittehuis.nl/,Horeca,,"Pr. Beatrixlaan 16, 3554 JK Utrecht, Nederland",,,,achterhetwittehuis@hotmail.com,+31 6 26798301,,new,,,,,,,,{},,,,0
Hotel Holland Lodge,https://hollandlodge.nl/,Horeca,,"Pr. Margrietstraat 5, 3554 GA Utrecht, Nederland",,,,hollandlodge@gmail.com,31302437760,,new,,,,,,,,{},,,,0
Mevrouw Peer,https://www.mevrouwpeerutrecht.nl/,Horeca,,"Eykmanlaan 1250, 3571 KH Utrecht, Nederland",,,,info@mevrouwpeerutrecht.nl,+31 30 785 1244,,new,,,,,,,,{},,,,0
Le Délice,https://lunchroom-ledelice.nl/,Horeca,,"Kastordreef 5, 3561 EJ Utrecht, Nederland",,,,info@lunchroom-ledelice.nl,+31 30 785 7147,,new,,,,,,,,{},,,,0
Savannah Corner,https://eetwinkelsavannahcorner.nl/,Horeca,,"Savannahweg 14, 3542 AW Utrecht, Nederland",,,,info@savannahcorner.nl,+31 30 241 0361,,new,,,,,,,,{},,,,0
Restaurant Vlonders Utrecht,http://www.restaurantvlonders.nl/,Horeca,,"Ariënslaan 1, 3573 PT Utrecht, Nederland",,,,info@restaurantvlonders.nl,+31302715824,,new,,,,,,,,{},,,,0
Chinees Dim Sum & Japanse Teppanyaki Restaurant Juliana,http://www.restaurantjuliana.nl/,Horeca,,"Amsterdamsestraatweg 464, 3553 EL Utrecht, Nederland",,,,Info@restaurantjuliana.nl,0031302440032,,new,,,,,,,,{},,,,0
Divan Lunchroom,http://www.scovervecht.nl/winkel/lunchroom-divan/,Horeca,,"Zamenhofdreef 93, 3562 JV Utrecht, Nederland",,,,info@overvechtcentrum.nl,+31 6 24883080,https://www.linkedin.com/in/scoco,new,,,,,,,,{},,,,0
Wilhelminapark,http://www.wilhelminapark.nl/,Horeca,,"Wilhelminapark 65, 3581 NP Utrecht, Nederland",,,,info@wilhelminapark.nl,+31 30 251 0693,,new,,,,,,,,{},,,,0
De Parel van Zuilen,http://www.deparelvanzuilen.nl/,Horeca,,"Burgemeester Norbruislaan 17, 3555 ED Utrecht, Nederland",,,,info@deparelvanzuilen.nl,+31 30 877 5352,,new,,,,,,,,{},,,,0
Chi Chi - The Golf Venue,http://www.chichiutrecht.nl/,Horeca,,"Gageldijk 1, 3566 ME Utrecht, Nederland",,,,gebruiker@domein.com,+31 30 740 0075,,new,,,,,,,,{},,,,0
Héron,http://www.heronrestaurant.nl/,Horeca,,"Schalkwijkstraat 28, 3512 KS Utrecht, Nederland",,,,info@heronrestaurant.nl,+31645049921,,new,,,,,,,,{},,,,0
Bar Barak,https://barbarak.nl/,Horeca,,"Gansstraat 164, 3582 EP Utrecht, Nederland",,,,Info@barbarak.nl,+31 6 45604973,,new,,,,,,,,{},,,,0
Guillotine Utrecht,http://www.guillotine-utrecht.nl/,Horeca,,"Lijnmarkt 26, 3511 KH Utrecht, Nederland",,,,%20info@guillotine-utrecht.nl,+31 30 303 9736,,new,,,,,,,,{},,,,0
Toko Pedis,http://www.tokopedis.nl/,Horeca,,"Oudegracht 277, 3511 NN Utrecht, Nederland",,,,info@tokopedis.nl,+31 30 633 6468,,new,,,,,,,,{},,,,0
LE:EN,http://www.leen-restaurant.nl/,Horeca,,"Heuveloord 140, 3523 CK Utrecht, Nederland",,,,groepenbijleen@gmail.com,+31 30 251 1411,,new,,,,,,,,{},,,,0
Beuntjes Oase,https://www.beuntjesoase.nl/,Horeca,,"Biltstraat 8, 3572 BA Utrecht, Nederland",,,,info@grandcafedebeuntjes.nl,31621412623,,new,,,,,,,,{},,,,0
Gran Cafe Brava,https://www.brava-utrecht.nl/,Horeca,,"Croeselaan 303, 3521 BT Utrecht, Nederland",,,,info@brava-utrecht.nl,+31 30 290 0299,,new,,,,,,,,{},,,,0
Broadway American Steakhouse,http://www.steaksandribs.nl/,Horeca,,"Oudegracht aan de Werf 139, 3511 AJ Utrecht, Nederland",,,,info@steaksandribs.nl,+31 30 231 2643,https://www.linkedin.com/company/87226028,new,,,,,,,,{},,,,0
